"Plot","Quadrat","Cover.class","Spp","Cover","Year"
"R3","Q2",1,"Symphyotrichum lanceolatum",37.5,2022
"R3","Q2",1,"Persicaria pensylvanica",37.5,2022
"R3","Q2",1,"Ulmus americana",37.5,2022
"R3","Q3",4,"Woody debris",62.5,2022
"R3","Q3",1,"Leersia oryzoides",37.5,2022
"R3","Q3",1,"Acer saccharinum",37.5,2022
"R3","Q3",1,"Urtica gracilis",37.5,2022
"R3","Q3",1,"Boehmeria cylindrica",37.5,2022
"R3","Q3",1,"Rumex verticillatus",37.5,2022
"R3","Q4",4,"Boehmeria cylindrica",62.5,2022
"R3","Q4",2,"Bidens frondosa",15,2022
"R3","Q4",2,"Woody debris",15,2022
"R3","Q4",2,"Scutellaria lateriflora",15,2022
"R3","Q4",1,"Acer saccharinum",37.5,2022
"R3","Q4",1,"Pilea pumila",37.5,2022
"R3","Q4",1,"Symphyotrichum lanceolatum",37.5,2022
"R3","Q5",5,"Bidens frondosa",85,2022
"R3","Q5",3,"Solidago canadensis",37.5,2022
"R3","Q5",2,"Scutellaria lateriflora",15,2022
"R3","Q5",1,"Boehmeria cylindrica",37.5,2022
"R3","Q5",1,"Pilea pumila",37.5,2022
"R3","Q5",1,"Acer saccharinum",37.5,2022
"R3","Q5",1,"Woody debris",37.5,2022
"A1","Q1",4,"Laportea canadensis",62.5,2023
"A1","Q1",5,"Pilea pumila",85,2023
"A1","Q1",1,"Sicyos angulatus",37.5,2023
"A1","Q1",0,"Woody debris",0.5,2023
"A1","Q1",1,"Bareground",37.5,2023
"A1","Q2",3,"Laportea canadensis",37.5,2023
"A1","Q2",4,"Pilea pumila",62.5,2023
"A1","Q2",1,"Elymus virginicus",37.5,2023
"A1","Q2",2,"Persicaria punctata",15,2023
"A1","Q2",1,"Bidens frondosa",37.5,2023
"A1","Q2",0,"Woody debris",0.5,2023
"A1","Q2",1,"Bareground",37.5,2023
"A1","Q2",1,"Sicyos angulatus",37.5,2023
"A1","Q3",5,"Pilea pumila",85,2023
"A1","Q3",1,"Impatiens capensis",37.5,2023
"A1","Q3",2,"Symphyotrichum ontarionis",15,2023
"A1","Q3",1,"Lonicera mackii",37.5,2023
"A1","Q3",1,"Carya spp.",37.5,2023
"A1","Q3",1,"Toxicodendron radicans",37.5,2023
"A1","Q3",1,"Woody debris",37.5,2023
"A1","Q3",1,"Bareground",37.5,2023
"A1","Q4",5,"Laportea canadensis",85,2023
"A1","Q4",2,"Pilea pumila",15,2023
"A1","Q4",1,"Fraxinus pennsylvanica",37.5,2023
"A1","Q4",1,"Ulmus americana",37.5,2023
"A1","Q4",1,"Sicyos angulatus",37.5,2023
"A1","Q4",1,"Humulus japonicus",37.5,2023
"A1","Q4",1,"Woody debris",37.5,2023
"A1","Q4",2,"Bareground",15,2023
"A1","Q5",1,"Elymus virginicus",37.5,2023
"A1","Q5",3,"Leersia virginica",37.5,2023
"A1","Q5",1,"Ulmus americana",37.5,2023
"A1","Q5",2,"Toxicodendron radicans",15,2023
"A1","Q5",1,"Fraxinus pennsylvanica",37.5,2023
"A1","Q5",1,"Vitis riparia",37.5,2023
"A1","Q5",1,"Parthenocissus quinquefolia",37.5,2023
"A1","Q5",1,"Viola sororia",37.5,2023
"A1","Q5",1,"Boehmeria cylindrica",37.5,2023
"A1","Q5",1,"Persicaria punctata",37.5,2023
"A1","Q5",1,"Woody debris",37.5,2023
"A1","Q5",3,"Bareground",37.5,2023
"A1","Q5",1,"Pilea pumila",37.5,2023
"A2","Q1",5,"Phalaris arundinacea",85,2023
"A2","Q1",4,"Humulus japonicus",62.5,2023
"A2","Q1",2,"Rumex altissimus",15,2023
"A2","Q1",0,"Woody debris",0.5,2023
"A2","Q1",0,"Bareground",0.5,2023
"A2","Q1",1,"Persicaria pensylvanica",37.5,2023
"A2","Q2",2,"Phalaris arundinacea",15,2023
"A2","Q2",5,"Humulus japonicus",85,2023
"A2","Q2",2,"Sicyos angulatus",15,2023
"A2","Q2",1,"Persicaria pensylvanica",37.5,2023
"A2","Q2",0,"Woody debris",0.5,2023
"A2","Q2",0,"Bareground",0.5,2023
"A2","Q3",1,"Fallopia scandens",37.5,2023
"A2","Q3",2,"Pilea pumila",15,2023
"A2","Q3",2,"Symphyotrichum ontarionis",15,2023
"A2","Q3",2,"Morus alba",15,2023
"A2","Q3",1,"Persicaria punctata",37.5,2023
"A2","Q3",1,"Humulus japonicus",37.5,2023
"A2","Q3",1,"Bidens frondosa",37.5,2023
"A2","Q3",1,"Parthenocissus quinquefolia",37.5,2023
"A2","Q3",2,"Rorippa sylvestris",15,2023
"A2","Q3",1,"Woody debris",37.5,2023
"A2","Q3",3,"Bareground",37.5,2023
"A2","Q4",3,"Rudbeckia laciniata",37.5,2023
"A2","Q4",2,"Amaranthus tuberculatus",15,2023
"A2","Q4",3,"Bidens frondosa",37.5,2023
"A2","Q4",2,"Rumex altissimus",15,2023
"A2","Q4",1,"Solanum ptychanthum",37.5,2023
"A2","Q4",1,"Persicaria punctata",37.5,2023
"A2","Q4",1,"Elymus virginicus",37.5,2023
"A2","Q4",1,"Toxicodendron radicans",37.5,2023
"A2","Q4",1,"Symphyotrichum ontarionis",37.5,2023
"A2","Q4",1,"Morus alba",37.5,2023
"A2","Q4",1,"Sicyos angulatus",37.5,2023
"A2","Q4",1,"Humulus japonicus",37.5,2023
"A2","Q4",0,"Woody debris",0.5,2023
"A2","Q4",1,"Bareground",37.5,2023
"A2","Q5",6,"Humulus japonicus",97.5,2023
"A2","Q5",3,"Woody debris",37.5,2023
"A2","Q5",0,"Bareground",0.5,2023
"A2","Q5",1,"Symphyotrichum ontarionis",37.5,2023
"A3","Q1",4,"Toxicodendron radicans",62.5,2023
"A3","Q1",1,"Taraxacum officinale",37.5,2023
"A3","Q1",1,"Pilea pumila",37.5,2023
"A3","Q1",1,"Symphyotrichum ontarionis",37.5,2023
"A3","Q1",1,"Humulus japonicus",37.5,2023
"A3","Q1",2,"Carex grayi",15,2023
"A3","Q1",1,"Boehmeria cylindrica",37.5,2023
"A3","Q1",2,"Woody debris",15,2023
"A3","Q1",2,"Bareground",15,2023
"A3","Q2",1,"Sicyos angulatus",37.5,2023
"A3","Q2",2,"Morus alba",15,2023
"A3","Q2",2,"Pilea pumila",15,2023
"A3","Q2",3,"Stachys palustris",37.5,2023
"A3","Q2",2,"Phytolacca americana",15,2023
"A3","Q2",2,"Humulus japonicus",15,2023
"A3","Q2",3,"Woody debris",37.5,2023
"A3","Q2",1,"Bareground",37.5,2023
"A3","Q3",3,"Persicaria punctata",37.5,2023
"A3","Q3",1,"Gleditsia triacanthos",37.5,2023
"A3","Q3",1,"Toxicodendron radicans",37.5,2023
"A3","Q3",1,"Pilea pumila",37.5,2023
"A3","Q3",1,"Smilax tamnoides",37.5,2023
"A3","Q3",2,"Symphyotrichum ontarionis",15,2023
"A3","Q3",1,"Humulus japonicus",37.5,2023
"A3","Q3",3,"Stachys palustris",37.5,2023
"A3","Q3",2,"Woody debris",15,2023
"A3","Q3",3,"Bareground",37.5,2023
"A3","Q4",3,"Morus alba",37.5,2023
"A3","Q4",1,"Vitis riparia",37.5,2023
"A3","Q4",3,"Symphyotrichum ontarionis",37.5,2023
"A3","Q4",2,"Oxalis stricta",15,2023
"A3","Q4",2,"Bidens frondosa",15,2023
"A3","Q4",1,"Toxicodendron radicans",37.5,2023
"A3","Q4",1,"Acalypha rhomboidea",37.5,2023
"A3","Q4",1,"Sicyos angulatus",37.5,2023
"A3","Q4",1,"Woody debris",37.5,2023
"A3","Q4",2,"Bareground",15,2023
"A3","Q5",2,"Morus alba",15,2023
"A3","Q5",2,"Bidens frondosa",15,2023
"A3","Q5",2,"Symphyotrichum ontarionis",15,2023
"A3","Q5",2,"Toxicodendron radicans",15,2023
"A3","Q5",1,"Carex grayi",37.5,2023
"A3","Q5",1,"Acalypha rhomboidea",37.5,2023
"A3","Q5",1,"Sicyos angulatus",37.5,2023
"A3","Q5",3,"Woody debris",37.5,2023
"A3","Q5",2,"Bareground",15,2023
"B1","Q1",5,"Rudbeckia laciniata",85,2023
"B1","Q1",2,"Humulus japonicus",15,2023
"B1","Q1",1,"Phalaris arundinacea",37.5,2023
"B1","Q1",1,"Bidens frondosa",37.5,2023
"B1","Q1",1,"Pilea pumila",37.5,2023
"B1","Q1",1,"Leersia virginica",37.5,2023
"B1","Q1",1,"Symphyotrichum ontarionis",37.5,2023
"B1","Q1",1,"Antenoron virginianum",37.5,2023
"B1","Q1",3,"Woody debris",37.5,2023
"B1","Q1",0,"Bareground",0.5,2023
"B1","Q2",6,"Phalaris arundinacea",97.5,2023
"B1","Q2",2,"Humulus japonicus",15,2023
"B1","Q2",1,"Pilea pumila",37.5,2023
"B1","Q2",1,"Vitis riparia",37.5,2023
"B1","Q2",1,"Woody debris",37.5,2023
"B1","Q2",0,"Bareground",0.5,2023
"B1","Q3",2,"Urtica dioica",15,2023
"B1","Q3",3,"Phalaris arundinacea",37.5,2023
"B1","Q3",4,"Pilea pumila",62.5,2023
"B1","Q3",1,"Bidens frondosa",37.5,2023
"B1","Q3",1,"Boehmeria cylindrica",37.5,2023
"B1","Q3",1,"Toxicodendron radicans",37.5,2023
"B1","Q3",1,"Sicyos angulatus",37.5,2023
"B1","Q3",0,"Woody debris",0.5,2023
"B1","Q3",0,"Bareground",0.5,2023
"B1","Q4",5,"Urtica dioica",85,2023
"B1","Q4",1,"Toxicodendron radicans",37.5,2023
"B1","Q4",2,"Morus alba",15,2023
"B1","Q4",1,"Pilea pumila",37.5,2023
"B1","Q4",1,"Phalaris arundinacea",37.5,2023
"B1","Q4",1,"Woody debris",37.5,2023
"B1","Q4",0,"Bareground",0.5,2023
"B1","Q5",4,"Vitis riparia",62.5,2023
"B1","Q5",5,"Urtica dioica",85,2023
"B1","Q5",2,"Phalaris arundinacea",15,2023
"B1","Q5",2,"Morus alba",15,2023
"B1","Q5",4,"Woody debris",62.5,2023
"B1","Q5",0,"Bareground",0.5,2023
"B2","Q1",2,"Persicaria punctata",15,2023
"B2","Q1",2,"Laportea canadensis",15,2023
"B2","Q1",2,"Toxicodendron radicans",15,2023
"B2","Q1",1,"Pilea pumila",37.5,2023
"B2","Q1",1,"Sicyos angulatus",37.5,2023
"B2","Q1",1,"Lactuca serriola",37.5,2023
"B2","Q1",1,"Fallopia scandens",37.5,2023
"B2","Q1",3,"Woody debris",37.5,2023
"B2","Q1",3,"Bareground",37.5,2023
"B2","Q2",1,"Carex grayi",37.5,2023
"B2","Q2",2,"Ulmus americana",15,2023
"B2","Q2",1,"Persicaria punctata",37.5,2023
"B2","Q2",1,"Acer saccharinum",37.5,2023
"B2","Q2",1,"Smilax tamnoides",37.5,2023
"B2","Q2",1,"Parthenocissus quinquefolia",37.5,2023
"B2","Q2",2,"Woody debris",15,2023
"B2","Q2",4,"Bareground",62.5,2023
"B2","Q3",3,"Pilea pumila",37.5,2023
"B2","Q3",3,"Laportea canadensis",37.5,2023
"B2","Q3",2,"Vitis riparia",15,2023
"B2","Q3",1,"Toxicodendron radicans",37.5,2023
"B2","Q3",1,"Solanum ptychanthum",37.5,2023
"B2","Q3",1,"Sicyos angulatus",37.5,2023
"B2","Q3",2,"Morus alba",15,2023
"B2","Q3",2,"Persicaria punctata",15,2023
"B2","Q3",1,"Leersia virginica",37.5,2023
"B2","Q3",3,"Bareground",37.5,2023
"B2","Q3",0,"Woody debris",0.5,2023
"B2","Q4",3,"Impatiens capensis",37.5,2023
"B2","Q4",3,"Pilea pumila",37.5,2023
"B2","Q4",2,"Bidens frondosa",15,2023
"B2","Q4",1,"Toxicodendron radicans",37.5,2023
"B2","Q4",2,"Boehmeria cylindrica",15,2023
"B2","Q4",1,"Morus alba",37.5,2023
"B2","Q4",1,"Sicyos angulatus",37.5,2023
"B2","Q4",1,"Ulmus americana",37.5,2023
"B2","Q4",1,"Acalypha rhomboidea",37.5,2023
"B2","Q4",2,"Woody debris",15,2023
"B2","Q4",1,"Bareground",37.5,2023
"B2","Q5",3,"Parthenocissus quinquefolia",37.5,2023
"B2","Q5",2,"Sicyos angulatus",15,2023
"B2","Q5",2,"Vitis riparia",15,2023
"B2","Q5",1,"Pilea pumila",37.5,2023
"B2","Q5",3,"Woody debris",37.5,2023
"B2","Q5",3,"Bareground",37.5,2023
"B3","Q1",2,"Woody debris",15,2023
"B3","Q1",4,"Bareground",62.5,2023
"B3","Q2",2,"Sicyos angulatus",15,2023
"B3","Q2",3,"Persicaria punctata",37.5,2023
"B3","Q2",1,"Pilea pumila",37.5,2023
"B3","Q2",1,"Acer saccharinum",37.5,2023
"B3","Q2",2,"Toxicodendron radicans",15,2023
"B3","Q2",1,"Hackelia virginiana",37.5,2023
"B3","Q2",1,"Laportea canadensis",37.5,2023
"B3","Q2",1,"Woody debris",37.5,2023
"B3","Q2",3,"Bareground",37.5,2023
"B3","Q3",2,"Sicyos angulatus",15,2023
"B3","Q3",1,"Pilea pumila",37.5,2023
"B3","Q3",2,"Persicaria punctata",15,2023
"B3","Q3",2,"Symphyotrichum ontarionis",15,2023
"B3","Q3",1,"Hackelia virginiana",37.5,2023
"B3","Q3",1,"Morus alba",37.5,2023
"B3","Q3",1,"Toxicodendron radicans",37.5,2023
"B3","Q3",5,"Bareground",85,2023
"B3","Q3",2,"Woody debris",15,2023
"B3","Q4",3,"Pilea pumila",37.5,2023
"B3","Q4",2,"Sicyos angulatus",15,2023
"B3","Q4",2,"Parthenocissus quinquefolia",15,2023
"B3","Q4",1,"Solanum ptychanthum",37.5,2023
"B3","Q4",1,"Toxicodendron radicans",37.5,2023
"B3","Q4",1,"Acer saccharinum",37.5,2023
"B3","Q4",2,"Woody debris",15,2023
"B3","Q4",3,"Bareground",37.5,2023
"B3","Q5",1,"Taraxacum officinale",37.5,2023
"B3","Q5",2,"Vitis riparia",15,2023
"B3","Q5",1,"Solanum ptychanthum",37.5,2023
"B3","Q5",1,"Bidens frondosa",37.5,2023
"B3","Q5",1,"Pilea pumila",37.5,2023
"B3","Q5",1,"Smilax tamnoides",37.5,2023
"B3","Q5",3,"Bareground",37.5,2023
"B3","Q5",3,"Woody debris",37.5,2023
"C1","Q1",2,"Pilea pumila",15,2023
"C1","Q1",1,"Impatiens capensis",37.5,2023
"C1","Q1",2,"Sicyos angulatus",15,2023
"C1","Q1",2,"Fraxinus pennsylvanica",15,2023
"C1","Q1",1,"Humulus japonicus",37.5,2023
"C1","Q1",2,"Toxicodendron radicans",15,2023
"C1","Q1",1,"Persicaria punctata",37.5,2023
"C1","Q1",1,"Laportea canadensis",37.5,2023
"C1","Q1",4,"Woody debris",62.5,2023
"C1","Q1",1,"Bareground",37.5,2023
"C1","Q2",1,"Vitis riparia",37.5,2023
"C1","Q2",1,"Acer saccharinum",37.5,2023
"C1","Q2",1,"Celtis occidentalis",37.5,2023
"C1","Q2",1,"Carya spp.",37.5,2023
"C1","Q2",3,"Woody debris",37.5,2023
"C1","Q2",3,"Bareground",37.5,2023
"C1","Q3",4,"Laportea canadensis",62.5,2023
"C1","Q3",1,"Celtis occidentalis",37.5,2023
"C1","Q3",2,"Woody debris",15,2023
"C1","Q3",2,"Bareground",15,2023
"C1","Q4",2,"Toxicodendron radicans",15,2023
"C1","Q4",1,"Solanum ptychanthum",37.5,2023
"C1","Q4",1,"Sicyos angulatus",37.5,2023
"C1","Q4",1,"Leersia virginica",37.5,2023
"C1","Q4",2,"Pilea pumila",15,2023
"C1","Q4",1,"Acer saccharinum",37.5,2023
"C1","Q4",0,"Woody debris",0.5,2023
"C1","Q4",4,"Bareground",62.5,2023
"C1","Q5",2,"Persicaria punctata",15,2023
"C1","Q5",1,"Sicyos angulatus",37.5,2023
"C1","Q5",1,"Acer saccharinum",37.5,2023
"C1","Q5",4,"Woody debris",62.5,2023
"C1","Q5",2,"Bareground",15,2023
"C1","Q5",1,"Euonymys atropurpureus",37.5,2023
"C2","Q1",2,"Toxicodendron radicans",15,2023
"C2","Q1",1,"Bidens frondosa",37.5,2023
"C2","Q1",1,"Symphyotrichum ontarionis",37.5,2023
"C2","Q1",1,"Persicaria punctata",37.5,2023
"C2","Q1",2,"Woody debris",15,2023
"C2","Q1",2,"Bareground",15,2023
"C2","Q2",3,"Laportea canadensis",37.5,2023
"C2","Q2",2,"Symphyotrichum ontarionis",15,2023
"C2","Q2",1,"Ulmus americana",37.5,2023
"C2","Q2",2,"Boehmeria cylindrica",15,2023
"C2","Q2",1,"Fraxinus pennsylvanica",37.5,2023
"C2","Q2",3,"Toxicodendron radicans",37.5,2023
"C2","Q2",1,"Humulus japonicus",37.5,2023
"C2","Q2",2,"Woody debris",15,2023
"C2","Q2",1,"Bareground",37.5,2023
"C2","Q3",1,"Morus alba",37.5,2023
"C2","Q3",2,"Carex grisea",15,2023
"C2","Q3",1,"Gleditsia triacanthos",37.5,2023
"C2","Q3",2,"Persicaria punctata",15,2023
"C2","Q3",1,"Pilea pumila",37.5,2023
"C2","Q3",1,"Chenopodium album",37.5,2023
"C2","Q3",1,"Bidens frondosa",37.5,2023
"C2","Q3",1,"Celtis occidentalis",37.5,2023
"C2","Q3",1,"Vitis riparia",37.5,2023
"C2","Q3",2,"Woody debris",15,2023
"C2","Q3",4,"Bareground",62.5,2023
"C2","Q4",1,"Persicaria pensylvanica",37.5,2023
"C2","Q4",3,"Persicaria punctata",37.5,2023
"C2","Q4",1,"Bidens frondosa",37.5,2023
"C2","Q4",1,"Toxicodendron radicans",37.5,2023
"C2","Q4",1,"Pilea pumila",37.5,2023
"C2","Q4",1,"Chenopodium album",37.5,2023
"C2","Q4",1,"Ulmus americana",37.5,2023
"C2","Q4",1,"Woody debris",37.5,2023
"C2","Q4",3,"Bareground",37.5,2023
"C2","Q5",1,"Toxicodendron radicans",37.5,2023
"C2","Q5",1,"Sicyos angulatus",37.5,2023
"C2","Q5",1,"Bidens frondosa",37.5,2023
"C2","Q5",1,"Ageratina altissima",37.5,2023
"C2","Q5",3,"Woody debris",37.5,2023
"C2","Q5",3,"Bareground",37.5,2023
"C3","Q1",2,"Toxicodendron radicans",15,2023
"C3","Q1",1,"Ulmus americana",37.5,2023
"C3","Q1",3,"Woody debris",37.5,2023
"C3","Q1",2,"Bareground",15,2023
"C3","Q2",2,"Toxicodendron radicans",15,2023
"C3","Q2",1,"Solanum ptychanthum",37.5,2023
"C3","Q2",2,"Woody debris",15,2023
"C3","Q2",2,"Bareground",15,2023
"C3","Q2",1,"Vitis riparia",37.5,2023
"C3","Q3",1,"Hackelia virginiana",37.5,2023
"C3","Q3",2,"Parthenocissus quinquefolia",15,2023
"C3","Q3",2,"Toxicodendron radicans",15,2023
"C3","Q3",2,"Laportea canadensis",15,2023
"C3","Q3",1,"Sicyos angulatus",37.5,2023
"C3","Q3",1,"Acer saccharinum",37.5,2023
"C3","Q3",1,"Solanum ptychanthum",37.5,2023
"C3","Q3",3,"Woody debris",37.5,2023
"C3","Q3",2,"Bareground",15,2023
"C3","Q4",1,"Acer saccharinum",37.5,2023
"C3","Q4",1,"Toxicodendron radicans",37.5,2023
"C3","Q4",1,"Sicyos angulatus",37.5,2023
"C3","Q4",1,"Ulmus americana",37.5,2023
"C3","Q4",2,"Woody debris",15,2023
"C3","Q4",2,"Bareground",15,2023
"C3","Q5",3,"Symphyotrichum ontarionis",37.5,2023
"C3","Q5",3,"Toxicodendron radicans",37.5,2023
"C3","Q5",2,"Morus alba",15,2023
"C3","Q5",2,"Woody debris",15,2023
"C3","Q5",2,"Bareground",15,2023
"D1","Q1",2,"Humulus japonicus",15,2023
"D1","Q1",3,"Morus alba",37.5,2023
"D1","Q1",1,"Sicyos angulatus",37.5,2023
"D1","Q1",1,"Phytolacca americana",37.5,2023
"D1","Q1",2,"Boehmeria cylindrica",15,2023
"D1","Q1",1,"Vitis riparia",37.5,2023
"D1","Q1",1,"Woody debris",37.5,2023
"D1","Q1",1,"Bareground",37.5,2023
"D1","Q1",1,"Pilea pumila",37.5,2023
"D1","Q2",1,"Elymus virginicus",37.5,2023
"D1","Q2",2,"Symphyotrichum ontarionis",15,2023
"D1","Q2",1,"Fallopia scandens",37.5,2023
"D1","Q2",2,"Persicaria punctata",15,2023
"D1","Q2",1,"Humulus japonicus",37.5,2023
"D1","Q2",1,"Pilea pumila",37.5,2023
"D1","Q2",2,"Phalaris arundinacea",15,2023
"D1","Q2",0,"Woody debris",0.5,2023
"D1","Q2",1,"Bareground",37.5,2023
"D1","Q2",1,"Sicyos angulatus",37.5,2023
"D1","Q2",2,"Carex grayi",15,2023
"D1","Q3",5,"Phalaris arundinacea",85,2023
"D1","Q3",1,"Humulus japonicus",37.5,2023
"D1","Q3",1,"Impatiens capensis",37.5,2023
"D1","Q3",0,"Bareground",0.5,2023
"D1","Q3",0,"Woody debris",0.5,2023
"D1","Q4",4,"Humulus japonicus",62.5,2023
"D1","Q4",3,"Phalaris arundinacea",37.5,2023
"D1","Q4",1,"Persicaria punctata",37.5,2023
"D1","Q4",1,"Fallopia scandens",37.5,2023
"D1","Q4",2,"Woody debris",15,2023
"D1","Q4",0,"Bareground",0.5,2023
"D1","Q5",2,"Acer saccharinum",15,2023
"D1","Q5",2,"Morus alba",15,2023
"D1","Q5",2,"Humulus japonicus",15,2023
"D1","Q5",2,"Sicyos angulatus",15,2023
"D1","Q5",2,"Impatiens capensis",15,2023
"D1","Q5",3,"Phalaris arundinacea",37.5,2023
"D1","Q5",1,"Pilea pumila",37.5,2023
"D1","Q5",1,"Persicaria punctata",37.5,2023
"D1","Q5",0,"Woody debris",0.5,2023
"D1","Q5",0,"Bareground",0.5,2023
"D1","Q5",1,"Ulmus americana",37.5,2023
"D2","Q1",2,"Sicyos angulatus",15,2023
"D2","Q1",3,"Urtica dioica",37.5,2023
"D2","Q1",1,"Pilea pumila",37.5,2023
"D2","Q1",1,"Leersia virginica",37.5,2023
"D2","Q1",2,"Rumex altissimus",15,2023
"D2","Q1",1,"Symphyotrichum ontarionis",37.5,2023
"D2","Q1",1,"Humulus japonicus",37.5,2023
"D2","Q1",2,"Ageratina altissima",15,2023
"D2","Q1",1,"Acer saccharinum",37.5,2023
"D2","Q1",2,"Bareground",15,2023
"D2","Q1",1,"Woody debris",37.5,2023
"D2","Q1",1,"Fraxinus pennsylvanica",37.5,2023
"D2","Q2",3,"Humulus japonicus",37.5,2023
"D2","Q2",1,"Hackelia virginiana",37.5,2023
"D2","Q2",2,"Erechtites hieraciifolius",15,2023
"D2","Q2",2,"Amaranthus tuberculatus",15,2023
"D2","Q2",2,"Persicaria pensylvanica",15,2023
"D2","Q2",1,"Solanum ptychanthum",37.5,2023
"D2","Q2",1,"Sicyos angulatus",37.5,2023
"D2","Q2",1,"Potentilla simplex",37.5,2023
"D2","Q2",1,"Bareground",37.5,2023
"D2","Q2",1,"Woody debris",37.5,2023
"D2","Q2",1,"Phytolacca americana",37.5,2023
"D2","Q2",1,"Elymus virginicus",37.5,2023
"D2","Q2",1,"Urtica dioica",37.5,2023
"D2","Q3",5,"Humulus japonicus",85,2023
"D2","Q3",2,"Phalaris arundinacea",15,2023
"D2","Q3",1,"Urtica dioica",37.5,2023
"D2","Q3",0,"Bareground",0.5,2023
"D2","Q3",0,"Woody debris",0.5,2023
"D2","Q3",1,"Elymus virginicus",37.5,2023
"D2","Q3",1,"Persicaria pensylvanica",37.5,2023
"D2","Q3",1,"Sicyos angulatus",37.5,2023
"D2","Q4",2,"Phytolacca americana",15,2023
"D2","Q4",3,"Pilea pumila",37.5,2023
"D2","Q4",2,"Urtica dioica",15,2023
"D2","Q4",2,"Ulmus americana",15,2023
"D2","Q4",2,"Persicaria punctata",15,2023
"D2","Q4",1,"Bidens frondosa",37.5,2023
"D2","Q4",3,"Bareground",37.5,2023
"D2","Q4",0,"Woody debris",0.5,2023
"D2","Q5",3,"Phalaris arundinacea",37.5,2023
"D2","Q5",2,"Laportea canadensis",15,2023
"D2","Q5",2,"Sicyos angulatus",15,2023
"D2","Q5",1,"Pilea pumila",37.5,2023
"D2","Q5",1,"Vitis riparia",37.5,2023
"D2","Q5",1,"Acer saccharinum",37.5,2023
"D2","Q5",2,"Bareground",15,2023
"D2","Q5",3,"Woody debris",37.5,2023
"D3","Q1",5,"Phalaris arundinacea",85,2023
"D3","Q1",3,"Pilea pumila",37.5,2023
"D3","Q1",1,"Solanum ptychanthum",37.5,2023
"D3","Q1",2,"Persicaria pensylvanica",15,2023
"D3","Q1",0,"Bareground",0.5,2023
"D3","Q1",1,"Woody debris",37.5,2023
"D3","Q2",3,"Sicyos angulatus",37.5,2023
"D3","Q2",3,"Symphyotrichum ontarionis",37.5,2023
"D3","Q2",3,"Phalaris arundinacea",37.5,2023
"D3","Q2",2,"Morus alba",15,2023
"D3","Q2",2,"Symphyotrichum lanceolatum",15,2023
"D3","Q2",0,"Bareground",0.5,2023
"D3","Q2",0,"Woody debris",0.5,2023
"D3","Q2",1,"Persicaria spp.",37.5,2023
"D3","Q2",1,"Pilea pumila",37.5,2023
"D3","Q3",4,"Bidens frondosa",62.5,2023
"D3","Q3",4,"Sicyos angulatus",62.5,2023
"D3","Q3",2,"Amaranthus tuberculatus",15,2023
"D3","Q3",2,"Solanum ptychanthum",15,2023
"D3","Q3",2,"Phytolacca americana",15,2023
"D3","Q3",1,"Morus alba",37.5,2023
"D3","Q3",1,"Elymus virginicus",37.5,2023
"D3","Q3",1,"Carex spp.",37.5,2023
"D3","Q3",1,"Poaceae spp.",37.5,2023
"D3","Q3",2,"Woody debris",15,2023
"D3","Q3",0,"Bareground",0.5,2023
"D3","Q3",1,"Toxicodendron radicans",37.5,2023
"D3","Q4",5,"Phalaris arundinacea",85,2023
"D3","Q4",2,"Symphyotrichum ontarionis",15,2023
"D3","Q4",1,"Bidens frondosa",37.5,2023
"D3","Q4",0,"Bareground",0.5,2023
"D3","Q4",0,"Woody debris",0.5,2023
"D3","Q5",5,"Persicaria pensylvanica",85,2023
"D3","Q5",2,"Solanum ptychanthum",15,2023
"D3","Q5",1,"Amaranthus tuberculatus",37.5,2023
"D3","Q5",2,"Acer saccharinum",15,2023
"D3","Q5",1,"Vitis riparia",37.5,2023
"D3","Q5",2,"Ulmus americana",15,2023
"D3","Q5",2,"Antenoron virginianum",15,2023
"D3","Q5",1,"Parthenocissus quinquefolia",37.5,2023
"D3","Q5",0,"Bareground",0.5,2023
"D3","Q5",0,"Woody debris",0.5,2023
"E1","Q1",6,"Humulus japonicus",97.5,2023
"E1","Q1",1,"Phalaris arundinacea",37.5,2023
"E1","Q1",0,"Woody debris",0.5,2023
"E1","Q1",0,"Bareground",0.5,2023
"E1","Q2",6,"Humulus japonicus",97.5,2023
"E1","Q2",0,"Woody debris",0.5,2023
"E1","Q2",0,"Bareground",0.5,2023
"E1","Q3",5,"Humulus japonicus",85,2023
"E1","Q3",1,"Phalaris arundinacea",37.5,2023
"E1","Q3",1,"Fallopia scandens",37.5,2023
"E1","Q3",1,"Woody debris",37.5,2023
"E1","Q3",0,"Bareground",0.5,2023
"E1","Q4",5,"Phalaris arundinacea",85,2023
"E1","Q4",2,"Humulus japonicus",15,2023
"E1","Q4",2,"Fallopia scandens",15,2023
"E1","Q4",0,"Bareground",0.5,2023
"E1","Q4",0,"Woody debris",0.5,2023
"E1","Q5",6,"Phalaris arundinacea",97.5,2023
"E1","Q5",1,"Fallopia scandens",37.5,2023
"E1","Q5",0,"Woody debris",0.5,2023
"E1","Q5",0,"Bareground",0.5,2023
"E1","Q5",1,"Celtis occidentalis",37.5,2023
"E2","Q1",4,"Phalaris arundinacea",62.5,2023
"E2","Q1",2,"Persicaria punctata",15,2023
"E2","Q1",3,"Pilea pumila",37.5,2023
"E2","Q1",2,"Bidens frondosa",15,2023
"E2","Q1",1,"Erechtites hieraciifolius",37.5,2023
