Date,Plot,Quadrat,Cover class,Spp,Notes
6/13/2023,E3,Q2,0,Woody debris,
6/13/2023,E3,Q3,5,Persicaria pensylvanica,
6/13/2023,E3,Q3,1,Sicyos angulatus,
6/13/2023,E3,Q3,2,Bidens frondosa,
6/13/2023,E3,Q3,1,Humulus japonicus,
6/13/2023,E3,Q3,1,Phalaris arundinacea,
6/13/2023,E3,Q3,0,Woody debris,
6/13/2023,E3,Q3,1,Bareground,
6/13/2023,E3,Q4,6,Persicaria pensylvanica,
6/13/2023,E3,Q4,1,Abutilon theophrasti,
6/13/2023,E3,Q4,1,Humulus japonicus,
6/13/2023,E3,Q4,1,Phalaris arundinacea,
6/13/2023,E3,Q4,0,Woody debris,
6/13/2023,E3,Q4,0,Bareground,
6/13/2023,E3,Q5,5,Persicaria pensylvanica,
6/13/2023,E3,Q5,2,Bidens frondosa,
6/13/2023,E3,Q5,1,Symphyotrichum ontarionis ,
6/13/2023,E3,Q5,2,Phalaris arundinacea,
6/13/2023,E3,Q5,1,Acer saccharinum,
6/13/2023,E3,Q5,2,Amaranthus tuberculatus,
6/13/2023,E3,Q5,0,Woody debris,
6/13/2023,E3,Q5,0,Bareground,
6/13/2023,E3,Q5,1,Pilea pumila,
6/13/2023,E3,Q5,1,Erechtites hieraciifolius,
6/12/2023,R1,Q1,2,Pilea pumila,
6/12/2023,R1,Q1,1,Acalypha rhomboidea,
6/12/2023,R1,Q1,2,Toxicodendron radicans,
6/12/2023,R1,Q1,2,Carex grisea,
6/12/2023,R1,Q1,1,Leersia virginica,
6/12/2023,R1,Q1,1,Ulmus americana,
6/12/2023,R1,Q1,1,Persicaria punctata,
6/12/2023,R1,Q1,1,Vitis riparia,
6/12/2023,R1,Q1,1,Bidens frondosa,
6/12/2023,R1,Q1,1,Hackelia virginiana,
6/12/2023,R1,Q1,0,Woody debris,
6/12/2023,R1,Q1,3,Bareground,
6/12/2023,R1,Q1,1,Smilax tamnoides,
6/12/2023,R1,Q2,3,Stachys palustris,
6/12/2023,R1,Q2,2,Symphyotrichum ontarionis ,
6/12/2023,R1,Q2,1,Pilea pumila,
6/12/2023,R1,Q2,2,Carex grisea,
6/12/2023,R1,Q2,2,Persicaria punctata,
6/12/2023,R1,Q2,1,Oxalis stricta,
6/12/2023,R1,Q2,2,Smilax tamnoides,
6/12/2023,R1,Q2,1,Gleditsia triacanthos,
6/12/2023,R1,Q2,1,Acalypha rhomboidea,
6/12/2023,R1,Q2,1,Ulmus americana,
6/12/2023,R1,Q2,1,Woody debris,
6/12/2023,R1,Q2,2,Bareground,
6/12/2023,R1,Q3,2,Leersia virginica,
6/12/2023,R1,Q3,1,Ulmus americana,
6/12/2023,R1,Q3,2,Parthenocissus quinquefolia,
6/12/2023,R1,Q3,2,Acalypha rhomboidea,
6/12/2023,R1,Q3,2,Bidens frondosa,
6/12/2023,R1,Q3,4,Woody debris,
6/12/2023,R1,Q3,2,Bareground,
6/12/2023,R1,Q4,2,Ulmus americana,
6/12/2023,R1,Q4,2,Toxicodendron radicans,
6/12/2023,R1,Q4,2,Parthenocissus quinquefolia,
6/12/2023,R1,Q4,2,Leersia virginica,
6/12/2023,R1,Q4,1,Persicaria punctata,
6/12/2023,R1,Q4,1,Symphyotrichum ontarionis ,
6/12/2023,R1,Q4,1,Ulmus americana,
6/12/2023,R1,Q4,1,Pilea pumila,
6/12/2023,R1,Q4,1,Acalypha rhomboidea,
6/12/2023,R1,Q4,1,Woody debris,
6/12/2023,R1,Q4,4,Bareground,
6/12/2023,R1,Q5,2,Toxicodendron radicans,
6/12/2023,R1,Q5,2,Ulmus americana,
6/12/2023,R1,Q5,3,Persicaria punctata,
6/12/2023,R1,Q5,3,Bidens frondosa,
6/12/2023,R1,Q5,1,Acalypha rhomboidea,
6/12/2023,R1,Q5,1,Leersia virginica,
6/12/2023,R1,Q5,1,Pilea pumila,
6/12/2023,R1,Q5,1,Lysimachia vulgaris,
6/12/2023,R1,Q5,0,Woody debris,
6/12/2023,R1,Q5,1,Bareground,
6/12/2023,R2,Q1,2,Phalaris arundinacea,
6/12/2023,R2,Q1,4,Symphyotrichum ontarionis ,
6/12/2023,R2,Q1,1,Acer saccharinum,
6/12/2023,R2,Q1,2,Bidens frondosa,
6/12/2023,R2,Q1,1,Smilax tamnoides,
6/12/2023,R2,Q1,1,Woody debris,
6/12/2023,R2,Q1,2,Bareground,
6/12/2023,R2,Q2,4,Bidens frondosa,
6/12/2023,R2,Q2,2,Stachys palustris,
6/12/2023,R2,Q2,2,Acalypha rhomboidea,
6/12/2023,R2,Q2,1,Ulmus americana,
6/12/2023,R2,Q2,2,Symphyotrichum ontarionis ,
6/12/2023,R2,Q2,1,Pilea pumila,
6/12/2023,R2,Q2,1,Taraxacum officinale,
6/12/2023,R2,Q2,1,Celtis occidentalis,
6/12/2023,R2,Q2,1,Woody debris,
6/12/2023,R2,Q2,1,Bareground,
6/12/2023,R2,Q3,4,Bidens frondosa,
6/12/2023,R2,Q3,3,Symphyotrichum ontarionis ,
6/12/2023,R2,Q3,1,Vitis riparia,
6/12/2023,R2,Q3,1,Pilea pumila,
6/12/2023,R2,Q3,1,Ulmus americana,
6/12/2023,R2,Q3,1,Leersia virginica,
6/12/2023,R2,Q3,2,Morus alba,
6/12/2023,R2,Q3,1,Persicaria pensylvanica,
6/12/2023,R2,Q3,1,Fraxinus pennsylvanica,
6/12/2023,R2,Q3,1,Scutellaria lateriflora,
6/12/2023,R2,Q3,0,Woody debris,
6/12/2023,R2,Q3,0,Bareground,
6/12/2023,R2,Q4,3,Bidens frondosa,
6/12/2023,R2,Q4,4,Ulmus americana,
6/12/2023,R2,Q4,2,Vitis riparia,
6/12/2023,R2,Q4,2,Pilea pumila,
6/12/2023,R2,Q4,2,Toxicodendron radicans,
6/12/2023,R2,Q4,1,Leersia virginica,
6/12/2023,R2,Q4,1,Laportea canadensis,
6/12/2023,R2,Q4,0,Woody debris,
6/12/2023,R2,Q4,0,Bareground,
6/12/2023,R2,Q5,3,Ulmus americana,
6/12/2023,R2,Q5,2,Vitis riparia,
6/12/2023,R2,Q5,1,Laportea canadensis,
6/12/2023,R2,Q5,1,Sicyos angulatus,
6/12/2023,R2,Q5,1,Pilea pumila,
6/12/2023,R2,Q5,1,Persicaria punctata,
6/12/2023,R2,Q5,3,Woody debris,
6/12/2023,R2,Q5,3,Bareground,
6/12/2023,R2,Q5,1,Impatiens capensis,
6/12/2023,R2,Q5,1,Boehmeria cylindrica,
6/12/2023,R3,Q1,5,Bidens frondosa,
6/12/2023,R3,Q1,1,Pilea pumila,
6/12/2023,R3,Q1,1,Ulmus americana,
6/12/2023,R3,Q1,1,Acalypha rhomboidea,
6/12/2023,R3,Q1,1,Toxicodendron radicans,
6/12/2023,R3,Q1,1,Carex spp.,
6/12/2023,R3,Q1,2,Morus alba,
6/12/2023,R3,Q1,1,Lycopus virginiana,
6/12/2023,R3,Q1,1,Smilax tamnoides,
6/12/2023,R3,Q1,0,Woody debris,
6/12/2023,R3,Q1,1,Bareground,
6/12/2023,R3,Q1,1,Sicyos angulatus,
6/12/2023,R3,Q2,4,Bidens frondosa,
6/12/2023,R3,Q2,3,Persicaria pensylvanica,
6/12/2023,R3,Q2,2,Toxicodendron radicans,
6/12/2023,R3,Q2,2,Leersia oryzoides,
6/12/2023,R3,Q2,1,Lycopus virginiana,
6/12/2023,R3,Q2,1,Amaranthus tuberculatus,
6/12/2023,R3,Q2,1,Acer saccharinum,
6/12/2023,R3,Q2,1,Phalaris arundinacea,
6/12/2023,R3,Q2,1,Eclipta prostrata,
6/12/2023,R3,Q2,1,Pilea pumila,
6/12/2023,R3,Q2,3,Woody debris,
6/12/2023,R3,Q2,0,Bareground,
6/12/2023,R3,Q3,2,Boehmeria cylindrica,
6/12/2023,R3,Q3,2,Bidens frondosa,
6/12/2023,R3,Q3,4,Phalaris arundinacea,
6/12/2023,R3,Q3,3,Symphyotrichum ontarionis ,
6/12/2023,R3,Q3,1,Persicaria pensylvanica,
6/12/2023,R3,Q3,1,Acer saccharinum,
6/12/2023,R3,Q3,1,Scutellaria lateriflora,
6/12/2023,R3,Q3,1,Ulmus americana,
6/12/2023,R3,Q3,1,Pilea pumila,
6/12/2023,R3,Q3,1,Antenoron virginianum,
6/12/2023,R3,Q3,1,Woody debris,
6/12/2023,R3,Q3,0,Bareground,
6/12/2023,R3,Q4,2,Amaranthus tuberculatus,
6/12/2023,R3,Q4,4,Bidens frondosa,
6/12/2023,R3,Q4,2,Sicyos angulatus,
6/12/2023,R3,Q4,2,Elymus virginicus,
6/12/2023,R3,Q4,1,Boehmeria cylindrica,
6/12/2023,R3,Q4,1,Eclipta prostrata,
6/12/2023,R3,Q4,2,Antenoron virginianum,
6/12/2023,R3,Q4,1,Pilea pumila,
6/12/2023,R3,Q4,0,Woody debris,
6/12/2023,R3,Q4,0,Bareground,
6/12/2023,R3,Q5,2,Persicaria pensylvanica,
6/12/2023,R3,Q5,3,Bidens frondosa,
6/12/2023,R3,Q5,2,Pilea pumila,
6/12/2023,R3,Q5,2,Acalypha rhomboidea,
6/12/2023,R3,Q5,1,Amaranthus tuberculatus,
6/12/2023,R3,Q5,2,Sicyos angulatus,
6/12/2023,R3,Q5,1,Eclipta prostrata,
6/12/2023,R3,Q5,1,Taraxacum officinale,
6/12/2023,R3,Q5,1,Ulmus americana,
6/12/2023,R3,Q5,1,Scutellaria lateriflora,
6/12/2023,R3,Q5,1,Vitis riparia,
6/12/2023,R3,Q5,2,Urtica dioica,
6/12/2023,R3,Q5,0,Woody debris,
6/12/2023,R3,Q5,0,Bareground,
6/12/2023,R3,Q5,1,Hackelia virginiana,
